timestamp,station_id,temperature_celsius,wind_speed_knots,pressure_hpa,humidity_percent,solar_radiation_wm2,generator_load_percent,energy_consumed_kwh,battery_level_percent,fuel_level_liters,fuel_burn_rate_lph,food_inventory_kg,station_occupancy,predicted_energy_kwh,anomaly_prediction,anomaly_status,energy_remaining_kwh,energy_consumption_per_day_kwh,energy_endurance_days,fuel_consumption_per_day_litres,fuel_endurance_days,risk_score,risk_status,recommended_fuel_litres,additional_fuel_required_litres,energy_status,fuel_status
2026-09-10 00:00:29,MAITRI,-15.07,12.38,1001.31,70.5,0.0,57.22,0.16,82.83,24999.77,21.75,4999.99,16,0.17,0,NONE,414.16,2746.75,0.15,521.88,47.9,0,NORMAL,4018.5,0.0,CRITICAL,NORMAL
2026-09-10 00:00:29,BHARATI,-24.24,26.02,988.04,63.07,0.0,69.26,0.19,79.22,24999.74,26.32,4999.98,22,0.2,0,NONE,396.12,3324.29,0.12,631.62,39.58,0,NORMAL,4863.44,0.0,CRITICAL,NORMAL
2026-09-10 00:00:34,MAITRI,-20.27,59.28,979.34,86.11,0.0,96.72,0.18,70.98,24999.72,36.75,4999.98,19,0.19,0,ANOMALY_GENERATOR_OVERLOAD,354.92,3066.58,0.12,882.11,28.34,55,WARNING,6792.28,0.0,CRITICAL,NORMAL
2026-09-10 00:00:34,BHARATI,-16.19,28.2,998.37,51.1,0.0,64.0,0.18,80.8,24999.71,24.32,4999.98,30,0.19,0,NONE,403.99,3072.18,0.13,583.71,42.83,0,NORMAL,4494.6,0.0,CRITICAL,NORMAL
2026-09-10 00:00:39,MAITRI,-28.02,10.45,1005.45,57.2,0.0,75.62,0.21,77.31,24999.68,28.74,4999.98,28,0.22,0,NONE,386.57,3629.69,0.11,689.64,36.25,0,NORMAL,5310.23,0.0,CRITICAL,NORMAL
2026-09-10 00:00:39,BHARATI,-21.56,19.69,1009.66,59.01,0.0,66.44,0.18,80.07,24999.67,25.25,4999.98,22,0.19,0,NONE,400.34,3189.08,0.13,605.92,41.26,0,NORMAL,4665.62,0.0,CRITICAL,NORMAL
2026-09-10 00:00:44,MAITRI,-30.91,25.37,987.12,74.81,0.0,77.85,0.22,76.64,24999.64,29.58,4999.98,26,0.23,0,NONE,383.22,3736.92,0.1,710.01,35.21,0,NORMAL,5467.11,0.0,CRITICAL,NORMAL
2026-09-10 00:00:44,BHARATI,-36.87,66.45,955.66,89.57,0.0,95.25,0.23,56.43,24999.62,36.19,4999.97,26,0.25,0,ANOMALY_GENERATOR_OVERLOAD,282.13,4037.28,0.07,868.68,28.78,90,CRITICAL,6688.8,0.0,CRITICAL,NORMAL
2026-09-10 00:00:49,MAITRI,-26.22,10.6,999.02,75.85,0.0,75.33,0.21,77.4,24999.6,28.63,4999.97,32,0.22,0,NONE,387.0,3615.99,0.11,687.04,36.39,0,NORMAL,5290.2,0.0,CRITICAL,NORMAL
2026-09-10 00:00:49,BHARATI,-20.11,25.79,992.41,58.63,0.0,68.92,0.19,79.32,24999.59,26.19,4999.97,32,0.2,0,NONE,396.62,3308.11,0.12,628.54,39.77,0,NORMAL,4839.77,0.0,CRITICAL,NORMAL
2026-09-10 00:00:54,MAITRI,-39.73,56.84,974.22,77.36,0.0,92.94,0.24,72.12,24999.55,35.32,4999.97,22,0.25,0,ANOMALY_GENERATOR_OVERLOAD,360.59,4104.57,0.09,847.62,29.49,65,WARNING,6526.7,0.0,CRITICAL,NORMAL
2026-09-10 00:00:54,BHARATI,-22.85,41.08,985.37,73.96,0.0,96.52,0.19,71.05,24999.54,36.68,4999.97,22,0.2,0,ANOMALY_GENERATOR_OVERLOAD,355.23,3253.93,0.11,880.22,28.4,55,WARNING,6777.72,0.0,CRITICAL,NORMAL
2026-09-10 00:00:59,MAITRI,-21.83,28.47,1001.4,57.29,0.0,64.32,0.18,80.7,24999.52,24.44,4999.97,16,0.19,0,NONE,403.52,3087.2,0.13,586.57,42.62,0,NORMAL,4516.58,0.0,CRITICAL,NORMAL
2026-09-10 00:00:59,BHARATI,-34.96,58.83,978.19,85.75,0.0,92.68,0.22,72.2,24999.49,35.22,4999.97,19,0.23,0,ANOMALY_GENERATOR_OVERLOAD,360.98,3806.72,0.09,845.22,29.58,55,WARNING,6508.17,0.0,CRITICAL,NORMAL
2026-09-10 00:01:04,MAITRI,-24.97,57.65,986.97,75.41,0.0,93.08,0.2,72.07,24999.47,35.37,4999.97,28,0.21,0,ANOMALY_GENERATOR_OVERLOAD,360.37,3475.95,0.1,848.93,29.45,55,WARNING,6536.73,0.0,CRITICAL,NORMAL
2026-09-10 00:01:04,BHARATI,-40.31,55.62,955.58,97.62,0.0,95.87,0.25,56.24,24999.44,36.43,4999.96,31,0.26,0,ANOMALY_GENERATOR_OVERLOAD,281.19,4306.72,0.07,874.37,28.59,90,CRITICAL,6732.66,0.0,CRITICAL,NORMAL
2026-09-10 00:01:09,MAITRI,-16.73,31.95,1003.09,71.68,0.0,64.17,0.18,80.75,24999.44,24.38,4999.96,29,0.19,0,NONE,403.75,3079.92,0.13,585.19,42.72,0,NORMAL,4505.93,0.0,CRITICAL,NORMAL
2026-09-10 00:01:09,BHARATI,-36.4,72.11,954.99,94.43,0.0,93.73,0.23,56.88,24999.39,35.62,4999.96,20,0.24,0,ANOMALY_GENERATOR_OVERLOAD,284.4,3898.65,0.07,854.84,29.24,90,CRITICAL,6582.3,0.0,CRITICAL,NORMAL
2026-09-10 00:01:14,MAITRI,-35.71,43.3,972.85,89.47,0.0,98.77,0.24,70.37,24999.38,37.53,4999.96,34,0.25,0,ANOMALY_GENERATOR_OVERLOAD,351.84,4132.71,0.09,900.8,27.75,65,WARNING,6936.18,0.0,CRITICAL,NORMAL
2026-09-10 00:01:14,BHARATI,-32.52,23.21,1011.54,59.72,0.0,78.75,0.22,76.38,24999.35,29.92,4999.96,24,0.23,0,NONE,381.88,3779.77,0.1,718.16,34.81,0,NORMAL,5529.81,0.0,CRITICAL,NORMAL
2026-09-10 00:01:19,MAITRI,-26.45,24.75,996.43,64.67,0.0,75.57,0.21,77.33,24999.34,28.72,4999.95,32,0.22,0,NONE,386.64,3627.49,0.11,689.22,36.27,0,NORMAL,5307.02,0.0,CRITICAL,NORMAL
2026-09-10 00:01:19,BHARATI,-16.54,17.1,985.4,66.05,0.0,59.56,0.17,82.13,24999.32,22.63,4999.95,18,0.17,0,NONE,410.66,2859.04,0.14,543.22,46.02,0,NORMAL,4182.77,0.0,CRITICAL,NORMAL
2026-09-10 00:01:24,MAITRI,-30.59,37.63,985.82,81.17,0.0,96.97,0.22,70.91,24999.29,36.85,4999.95,26,0.23,0,ANOMALY_GENERATOR_OVERLOAD,354.54,3720.97,0.1,884.39,28.27,55,WARNING,6809.83,0.0,CRITICAL,NORMAL
2026-09-10 00:01:24,BHARATI,-23.89,35.37,1013.06,63.65,0.0,73.29,0.2,78.01,24999.28,27.85,4999.95,33,0.21,0,NONE,390.07,3517.9,0.11,668.4,37.4,0,NORMAL,5146.69,0.0,CRITICAL,NORMAL
2026-09-10 00:01:29,MAITRI,-15.3,33.54,993.31,57.8,0.0,59.06,0.16,82.28,24999.26,22.44,4999.95,20,0.17,0,NONE,411.41,2834.89,0.15,538.63,46.41,0,NORMAL,4147.44,0.0,CRITICAL,NORMAL
2026-09-10 00:01:29,BHARATI,-29.48,35.97,1006.32,50.52,0.0,76.36,0.21,77.09,24999.24,29.02,4999.95,26,0.22,0,NONE,385.47,3665.08,0.11,696.37,35.9,0,NORMAL,5362.01,0.0,CRITICAL,NORMAL
2026-09-10 00:01:34,MAITRI,-34.95,32.97,991.65,58.88,0.0,82.1,0.23,75.37,24999.22,31.2,4999.95,26,0.24,0,NONE,376.85,3940.73,0.1,748.74,33.39,0,NORMAL,5765.28,0.0,CRITICAL,NORMAL
2026-09-10 00:01:34,BHARATI,-30.9,31.42,990.36,75.84,0.0,77.85,0.22,76.65,24999.2,29.58,4999.94,26,0.23,0,NONE,383.23,3736.76,0.1,709.99,35.21,0,NORMAL,5466.89,0.0,CRITICAL,NORMAL
2026-09-10 00:01:39,MAITRI,-15.22,42.69,985.95,78.59,0.0,60.58,0.17,81.83,24999.19,23.02,4999.94,24,0.18,0,NONE,409.13,2907.99,0.14,552.52,45.25,0,NORMAL,4254.38,0.0,CRITICAL,NORMAL
2026-09-10 00:01:39,BHARATI,-21.98,32.63,994.9,75.45,0.0,68.08,0.19,79.58,24999.16,25.87,4999.94,25,0.2,0,NONE,397.88,3267.73,0.12,620.87,40.26,0,NORMAL,4780.69,0.0,CRITICAL,NORMAL
2026-09-10 00:01:44,MAITRI,-15.09,21.65,1011.63,57.5,0.0,60.84,0.17,81.75,24999.15,23.12,4999.94,25,0.18,0,NONE,408.73,2920.52,0.14,554.9,45.05,0,NORMAL,4272.72,0.0,CRITICAL,NORMAL
2026-09-10 00:01:44,BHARATI,-42.32,61.86,952.01,88.81,0.0,93.65,0.25,56.9,24999.11,35.59,4999.94,28,0.26,0,ANOMALY_GENERATOR_OVERLOAD,284.52,4350.51,0.07,854.12,29.27,90,CRITICAL,6576.73,0.0,CRITICAL,NORMAL
2026-09-10 00:01:49,MAITRI,-20.21,27.91,1000.53,77.14,0.0,69.83,0.19,79.05,24999.12,26.53,4999.94,34,0.2,0,NONE,395.26,3351.62,0.12,636.81,39.26,0,NORMAL,4903.43,0.0,CRITICAL,NORMAL
2026-09-10 00:01:49,BHARATI,-23.95,31.09,994.48,61.48,0.0,69.75,0.19,79.08,24999.07,26.5,4999.94,24,0.2,0,NONE,395.38,3347.85,0.12,636.09,39.3,0,NORMAL,4897.9,0.0,CRITICAL,NORMAL
2026-09-10 00:01:54,MAITRI,-37.23,59.39,981.46,81.6,0.0,92.99,0.24,72.1,24999.07,35.34,4999.93,33,0.25,0,ANOMALY_GENERATOR_OVERLOAD,360.52,4189.86,0.09,848.04,29.48,65,WARNING,6529.94,0.0,CRITICAL,NORMAL
2026-09-10 00:01:55,BHARATI,-27.07,34.34,1000.98,61.61,0.0,75.42,0.21,77.37,24999.03,28.66,4999.93,30,0.22,0,NONE,386.87,3620.12,0.11,687.82,36.35,0,NORMAL,5296.23,0.0,CRITICAL,NORMAL
2026-09-10 00:01:58,MAITRI,-42.12,75.34,966.13,97.96,0.0,95.53,0.25,56.34,24999.95,36.3,5000.0,23,0.26,0,ANOMALY_GENERATOR_OVERLOAD,281.71,4244.48,0.07,871.2,28.7,90,CRITICAL,6708.2,0.0,CRITICAL,NORMAL
2026-09-10 00:01:58,BHARATI,-18.05,11.32,998.12,69.31,0.0,62.35,0.17,81.3,24999.97,23.69,5000.0,21,0.18,0,NONE,406.48,2992.77,0.14,568.63,43.97,0,NORMAL,4378.43,0.0,CRITICAL,NORMAL
2026-09-10 00:02:00,MAITRI,-29.12,21.2,1012.69,64.41,0.0,73.18,0.2,78.05,24999.03,27.81,4999.93,19,0.21,0,NONE,390.24,3512.41,0.11,667.36,37.46,0,NORMAL,5138.66,0.0,CRITICAL,NORMAL
2026-09-10 00:02:00,BHARATI,-25.46,49.3,992.24,75.08,0.0,96.74,0.21,70.98,24998.98,36.76,4999.93,33,0.22,0,ANOMALY_GENERATOR_OVERLOAD,354.88,3596.71,0.1,882.3,28.33,55,WARNING,6793.71,0.0,CRITICAL,NORMAL
2026-09-10 00:02:03,MAITRI,-23.41,25.72,1003.26,73.23,0.0,70.78,0.2,78.76,24999.91,26.9,4999.99,28,0.21,0,NONE,393.82,3397.63,0.12,645.55,38.73,0,NORMAL,4970.73,0.0,CRITICAL,NORMAL
2026-09-10 00:02:03,BHARATI,-19.74,36.45,1013.71,58.01,0.0,65.73,0.18,80.28,24999.93,24.98,4999.99,25,0.19,0,NONE,401.41,3154.82,0.13,599.42,41.71,0,NORMAL,4615.5,0.0,CRITICAL,NORMAL
2026-09-10 00:02:05,MAITRI,-29.22,38.04,991.64,58.03,0.0,77.68,0.22,76.7,24998.99,29.52,4999.93,30,0.23,0,NONE,383.48,3728.56,0.1,708.43,35.29,0,NORMAL,5454.89,0.0,CRITICAL,NORMAL
2026-09-10 00:02:05,BHARATI,-28.23,37.04,992.31,50.93,0.0,73.84,0.21,77.85,24998.94,28.06,4999.93,23,0.22,0,NONE,389.24,3544.47,0.11,673.45,37.12,0,NORMAL,5185.55,0.0,CRITICAL,NORMAL
2026-09-10 00:02:08,MAITRI,-34.81,19.97,1004.43,57.21,0.0,77.95,0.22,76.61,24999.87,29.62,4999.99,16,0.23,0,NONE,383.07,3741.64,0.1,710.91,35.17,0,NORMAL,5474.02,0.0,CRITICAL,NORMAL
2026-09-10 00:02:08,BHARATI,-31.76,41.09,978.06,89.37,0.0,95.93,0.21,71.22,24999.88,36.45,4999.99,19,0.22,0,ANOMALY_GENERATOR_OVERLOAD,356.1,3645.38,0.1,874.91,28.57,55,WARNING,6736.79,0.0,CRITICAL,NORMAL
2026-09-10 00:02:10,MAITRI,-26.14,55.26,975.98,77.21,0.0,97.39,0.21,70.78,24998.94,37.01,4999.92,32,0.22,0,ANOMALY_GENERATOR_OVERLOAD,353.91,3611.62,0.1,888.22,28.14,55,WARNING,6839.29,0.0,CRITICAL,NORMAL
2026-09-10 00:02:10,BHARATI,-33.87,35.28,992.05,70.62,0.0,95.1,0.22,71.47,24998.89,36.14,4999.92,23,0.23,0,ANOMALY_GENERATOR_OVERLOAD,357.34,3828.43,0.09,867.35,28.82,55,WARNING,6678.56,0.0,CRITICAL,NORMAL
2026-09-10 00:02:13,MAITRI,-29.14,12.52,985.33,66.86,0.0,73.6,0.2,77.92,24999.83,27.97,4999.99,20,0.21,0,NONE,389.6,3532.85,0.11,671.24,37.24,0,NORMAL,5168.56,0.0,CRITICAL,NORMAL
2026-09-10 00:02:13,BHARATI,-30.29,16.91,1006.44,70.72,0.0,77.21,0.21,76.84,24999.84,29.34,4999.99,26,0.23,0,NONE,384.19,3705.89,0.1,704.12,35.51,0,NORMAL,5421.71,0.0,CRITICAL,NORMAL
2026-09-10 00:02:15,MAITRI,-19.65,21.47,993.91,51.88,0.0,69.23,0.19,79.23,24998.9,26.31,4999.92,34,0.2,0,NONE,396.15,3323.27,0.12,631.42,39.59,0,NORMAL,4861.94,0.0,CRITICAL,NORMAL
2026-09-10 00:02:15,BHARATI,-29.06,39.87,987.91,50.61,0.0,76.31,0.21,77.11,24998.85,29.0,4999.92,27,0.22,0,NONE,385.53,3663.1,0.11,695.99,35.92,0,NORMAL,5359.11,0.0,CRITICAL,NORMAL
2026-09-10 00:02:18,MAITRI,-23.29,31.96,1010.41,66.07,0.0,67.05,0.19,79.88,24999.8,25.48,4999.99,19,0.2,0,NONE,399.42,3218.62,0.12,611.54,40.88,0,NORMAL,4708.84,0.0,CRITICAL,NORMAL
2026-09-10 00:02:18,BHARATI,-30.41,49.18,993.18,71.58,0.0,98.76,0.22,70.37,24999.79,37.53,4999.99,29,0.23,0,ANOMALY_GENERATOR_OVERLOAD,351.85,3769.25,0.09,900.72,27.76,55,WARNING,6935.57,0.0,CRITICAL,NORMAL
2026-09-10 00:02:20,MAITRI,-19.6,25.19,999.38,74.6,0.0,63.18,0.18,81.04,24998.87,24.01,4999.92,19,0.18,0,NONE,405.22,3032.8,0.13,576.23,43.38,0,NORMAL,4436.99,0.0,CRITICAL,NORMAL
2026-09-10 00:02:20,BHARATI,-23.04,59.79,982.31,84.99,0.0,94.51,0.19,71.65,24998.8,35.91,4999.92,24,0.2,0,ANOMALY_GENERATOR_OVERLOAD,358.24,3302.1,0.11,861.92,29.0,55,WARNING,6636.8,0.0,CRITICAL,NORMAL
2026-09-10 00:02:23,MAITRI,-30.13,17.6,1009.06,73.86,0.0,77.84,0.22,76.65,24999.76,29.58,4999.98,28,0.23,0,NONE,383.25,3736.15,0.1,709.87,35.22,0,NORMAL,5465.99,0.0,CRITICAL,NORMAL
2026-09-10 00:02:23,BHARATI,-33.88,18.82,999.7,68.65,0.0,83.78,0.23,74.87,24999.74,31.84,4999.98,33,0.24,0,NONE,374.33,4021.29,0.09,764.05,32.72,0,NORMAL,5883.15,0.0,CRITICAL,NORMAL
2026-09-10 00:02:25,MAITRI,-22.54,22.89,1014.66,75.92,0.0,70.27,0.2,78.92,24998.83,26.7,4999.91,29,0.2,0,NONE,394.6,3372.84,0.12,640.84,39.01,0,NORMAL,4934.47,0.0,CRITICAL,NORMAL
2026-09-10 00:02:25,BHARATI,-21.32,43.14,1007.19,74.9,0.0,70.19,0.19,78.94,24998.77,26.67,4999.91,32,0.2,0,NONE,394.72,3368.94,0.12,640.1,39.05,0,NORMAL,4928.76,0.0,CRITICAL,NORMAL
2026-09-10 00:02:28,MAITRI,-28.06,22.12,1010.18,63.11,0.0,72.46,0.2,78.26,24999.72,27.53,4999.98,20,0.21,0,NONE,391.31,3478.08,0.11,660.84,37.83,0,NORMAL,5088.43,0.0,CRITICAL,NORMAL
2026-09-10 00:02:28,BHARATI,-35.38,54.64,973.28,82.86,0.0,92.31,0.23,72.31,24999.7,35.08,4999.98,23,0.24,0,ANOMALY_GENERATOR_OVERLOAD,361.53,3904.69,0.09,841.9,29.69,65,WARNING,6482.61,0.0,CRITICAL,NORMAL
2026-09-10 00:02:30,MAITRI,-32.11,35.09,996.73,54.33,0.0,77.51,0.22,76.75,24998.79,29.45,4999.91,22,0.23,0,NONE,383.73,3720.56,0.1,706.91,35.36,0,NORMAL,5443.18,0.0,CRITICAL,NORMAL
2026-09-10 00:02:30,BHARATI,-27.47,29.45,1004.18,64.18,0.0,73.84,0.21,77.85,24998.73,28.06,4999.91,25,0.22,0,NONE,389.24,3544.38,0.11,673.43,37.12,0,NORMAL,5185.43,0.0,CRITICAL,NORMAL
2026-09-10 00:02:33,MAITRI,-16.64,22.65,993.61,54.6,0.0,62.48,0.17,81.26,24999.68,23.74,4999.98,25,0.18,0,NONE,406.29,2998.84,0.14,569.78,43.88,0,NORMAL,4387.31,0.0,CRITICAL,NORMAL
2026-09-10 00:02:33,BHARATI,-29.32,23.49,1008.22,64.2,0.0,74.18,0.21,77.74,24999.66,28.19,4999.98,21,0.22,0,NONE,388.72,3560.82,0.11,676.56,36.95,0,NORMAL,5209.48,0.0,CRITICAL,NORMAL
2026-09-10 00:02:35,MAITRI,-24.71,12.99,993.04,59.06,0.0,66.95,0.19,79.92,24998.75,25.44,4999.91,15,0.2,0,NONE,399.58,3213.59,0.12,610.58,40.94,0,NORMAL,4701.48,0.0,CRITICAL,NORMAL
2026-09-10 00:02:35,BHARATI,-18.82,40.09,993.37,67.78,0.0,66.76,0.19,79.97,24998.69,25.37,4999.91,30,0.19,0,NONE,399.86,3204.52,0.12,608.86,41.06,0,NORMAL,4688.21,0.0,CRITICAL,NORMAL
2026-09-10 00:02:38,MAITRI,-16.39,13.08,1000.69,66.05,0.0,59.0,0.16,82.3,24999.65,22.42,4999.98,17,0.17,0,NONE,411.49,2832.22,0.15,538.12,46.46,0,NORMAL,4143.54,0.0,CRITICAL,NORMAL
2026-09-10 00:02:38,BHARATI,-16.49,41.67,1001.32,68.6,0.0,61.52,0.17,81.54,24999.62,23.38,4999.97,23,0.18,0,NONE,407.72,2952.9,0.14,561.05,44.56,0,NORMAL,4320.09,0.0,CRITICAL,NORMAL
2026-09-10 00:02:40,MAITRI,-21.28,28.69,988.31,64.19,0.0,69.34,0.19,79.2,24998.72,26.35,4999.91,30,0.2,0,NONE,395.99,3328.36,0.12,632.39,39.53,0,NORMAL,4869.4,0.0,CRITICAL,NORMAL
2026-09-10 00:02:40,BHARATI,-28.44,23.89,988.62,51.41,0.0,74.06,0.21,77.78,24998.65,28.14,4999.9,23,0.22,0,NONE,388.91,3555.04,0.11,675.46,37.01,0,NORMAL,5201.02,0.0,CRITICAL,NORMAL
2026-09-10 00:02:43,MAITRI,-25.02,44.01,1007.46,55.31,0.0,71.68,0.2,78.5,24999.62,27.24,4999.97,26,0.21,0,NONE,392.49,3440.45,0.11,653.69,38.24,0,NORMAL,5033.38,0.0,CRITICAL,NORMAL
2026-09-10 00:02:43,BHARATI,-16.36,35.15,990.72,50.31,0.0,60.18,0.17,81.95,24999.59,22.87,4999.97,20,0.18,0,NONE,409.73,2888.6,0.14,548.83,45.55,0,NORMAL,4226.01,0.0,CRITICAL,NORMAL
2026-09-10 00:02:45,MAITRI,-32.04,14.0,999.84,79.87,0.0,77.04,0.21,76.89,24998.68,29.27,4999.9,21,0.22,0,NONE,384.44,3697.81,0.1,702.58,35.58,0,NORMAL,5409.89,0.0,CRITICAL,NORMAL
2026-09-10 00:02:45,BHARATI,-16.22,21.39,997.73,51.34,0.0,64.43,0.18,80.67,24998.62,24.48,4999.9,31,0.19,0,NONE,403.36,3092.63,0.13,587.6,42.54,0,NORMAL,4524.52,0.0,CRITICAL,NORMAL
2026-09-10 00:02:48,MAITRI,-43.37,72.97,953.83,89.11,0.0,87.91,0.24,58.63,24999.57,33.41,4999.97,15,0.25,0,NONE,293.13,4153.75,0.07,801.77,31.18,70,CRITICAL,6173.62,0.0,CRITICAL,NORMAL
2026-09-10 00:02:48,BHARATI,-30.19,24.64,988.18,65.69,0.0,75.1,0.21,77.47,24999.55,28.54,4999.97,21,0.22,0,NONE,387.35,3604.68,0.11,684.89,36.5,0,NORMAL,5273.65,0.0,CRITICAL,NORMAL
2026-09-10 00:02:50,MAITRI,-23.03,32.69,1000.53,76.78,0.0,69.98,0.19,79.01,24998.64,26.59,4999.9,27,0.2,0,NONE,395.04,3358.86,0.12,638.18,39.17,0,NORMAL,4914.01,0.0,CRITICAL,NORMAL
2026-09-10 00:02:50,BHARATI,-19.12,23.27,997.82,73.94,0.0,68.67,0.19,79.4,24998.58,26.1,4999.9,34,0.2,0,NONE,396.99,3296.23,0.12,626.28,39.92,0,NORMAL,4822.39,0.0,CRITICAL,NORMAL
2026-09-10 00:02:53,MAITRI,-33.22,38.59,1010.56,50.4,0.0,77.08,0.21,76.88,24999.53,29.29,4999.97,18,0.22,0,NONE,384.39,3699.67,0.1,702.94,35.56,0,NORMAL,5412.62,0.0,CRITICAL,NORMAL
2026-09-10 00:02:53,BHARATI,-15.03,21.61,1009.08,75.09,0.0,59.98,0.17,82.01,24999.52,22.79,4999.97,23,0.17,0,NONE,410.03,2878.9,0.14,546.99,45.7,0,NORMAL,4211.84,0.0,CRITICAL,NORMAL
2026-09-10 00:02:55,MAITRI,-19.29,42.6,1010.65,77.19,0.0,62.05,0.17,81.38,24998.61,23.58,4999.9,17,0.18,0,NONE,406.92,2978.42,0.14,565.9,44.17,0,NORMAL,4357.43,0.0,CRITICAL,NORMAL
2026-09-10 00:02:55,BHARATI,-32.05,41.87,1004.83,53.42,0.0,77.05,0.21,76.88,24998.54,29.28,4999.89,21,0.22,0,NONE,384.42,3698.43,0.1,702.7,35.57,0,NORMAL,5410.81,0.0,CRITICAL,NORMAL
2026-09-10 00:02:58,MAITRI,-26.48,28.71,990.97,63.41,0.0,73.2,0.2,78.04,24999.49,27.82,4999.97,26,0.21,0,NONE,390.2,3513.66,0.11,667.6,37.45,0,NORMAL,5140.49,0.0,CRITICAL,NORMAL
2026-09-10 00:02:58,BHARATI,-16.16,16.02,986.26,53.15,0.0,60.37,0.17,81.89,24999.49,22.94,4999.96,21,0.18,0,NONE,409.44,2897.89,0.14,550.6,45.4,0,NORMAL,4239.62,0.0,CRITICAL,NORMAL
2026-09-10 00:03:00,MAITRI,-34.67,10.47,997.65,50.29,0.0,81.0,0.23,75.7,24998.56,30.78,4999.9,24,0.24,0,NONE,378.5,3888.13,0.1,738.74,33.84,0,NORMAL,5688.33,0.0,CRITICAL,NORMAL
2026-09-10 00:03:00,BHARATI,-29.69,22.61,1014.53,67.81,0.0,75.38,0.21,77.39,24998.5,28.64,4999.89,23,0.22,0,NONE,386.94,3618.02,0.11,687.42,36.37,0,NORMAL,5293.17,0.0,CRITICAL,NORMAL
2026-09-10 00:03:03,MAITRI,-29.54,31.55,1003.68,77.78,0.0,78.82,0.22,76.35,24999.45,29.95,4999.96,32,0.23,0,NONE,381.77,3783.35,0.1,718.84,34.78,0,NORMAL,5535.04,0.0,CRITICAL,NORMAL
2026-09-10 00:03:03,BHARATI,-33.3,38.94,986.91,84.51,0.0,96.73,0.21,70.98,24999.44,36.76,4999.96,15,0.22,0,ANOMALY_GENERATOR_OVERLOAD,354.91,3646.17,0.1,882.17,28.34,55,WARNING,6792.69,0.0,CRITICAL,NORMAL
2026-09-10 00:03:05,MAITRI,-25.85,50.08,970.72,82.12,0.0,94.78,0.2,71.57,24998.51,36.02,4999.89,23,0.21,0,ANOMALY_GENERATOR_OVERLOAD,357.83,3424.31,0.1,864.38,28.92,55,WARNING,6655.76,0.0,CRITICAL,NORMAL
